"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/2/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Estacionamiento/0/Estacionamiento gratuito","additionalInfo/Estacionamiento/0/Estacionamiento pagado","additionalInfo/Estacionamiento/1/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/2/Garage de stacionamiento gratuito","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Para llevar","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Para llevar","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Solo dinero en efectivo","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Solo dinero en efectivo","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Combustible diésel","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Comida preparada","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/1/Gasolinera con servicio completo","additionalInfo/Qué ofrece/2/Intercambio de tanques de propano","additionalInfo/Qué ofrece/3/Lavadero de autos","additionalInfo/Reciclaje/0/Baterías","additionalInfo/Reciclaje/0/Dispositivos electrónicos","additionalInfo/Reciclaje/1/Bombillas","additionalInfo/Servicios/0/Minimercado","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Sanitario","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","address","categories/0","categories/1","categories/2","categories/3","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"Quintana 67, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de aves de corral",,,,"Tienda de aves de corral","612492736980518251","Rauch","true","AR",,"0x959727976371504d:0x88002e62f3b056b",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7H1QsQ-g_oZ9jKKSoXieqTdMOofAUl0yEGiRqK1onlFGorYFKkKlkAFAACYAMrFUXWdHUQZTfY8wpzYRd2cs77QFgpIBoOJ2PX6xl5_PYGdm6TyQlFZ4wY5kZVApmsnpiyB5O=w408-h243-k-no","8","false","/g/11l443t7lb","es-419","-36.769961","-59.0845317",,"domingo","9 AM to 1 PM, 5:30 to 10 PM","lunes","9 AM to 1 PM, 5:30 to 10 PM","martes","9 AM to 1 PM, 5:30 to 10 PM","miércoles","9 AM to 1 PM, 5:30 to 10 PM","jueves","9 AM to 1 PM, 5:30 to 10 PM","viernes","9 AM to 1 PM, 5:30 to 10 PM","sábado","9 AM to 1 PM, 5:30 to 10 PM","false","+54 249 420-7828","+542494207828","ChIJTVBxY5cnl5URawU7L-YCgAg","B7203",,"4","1",,,,,,"2025-05-19T00:05:38.771Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.07806767971257,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Quintana 67","false","Pollería & despensa Arcoiris","5","https://www.google.com/maps/search/?api=1&query=Poller%C3%ADa%20%26%20despensa%20Arcoiris&query_place_id=ChIJTVBxY5cnl5URawU7L-YCgAg",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 895, B7203BPI Rauch, Provincia de Buenos Aires, Argentina","Tienda general",,,,"Tienda general","6061016509075102765","Rauch","true","AR",,"0x95972700489d82c9:0x541d0e6701331c2d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=60OHXyUkwCXm_-9tfP7Slw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.01495&pitch=0&thumbfov=100","1","false","/g/11y6vjmbk3","es-419","-36.772852","-59.086725",,,,,,,,,,,,,,,,"false",,,"ChIJyYKdSAAnl5URLRwzAWcOHVQ","B7203BPI",,"10","0",,,,,,"2025-05-19T00:05:38.771Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.07806767971257,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Av. San Martín 895","false","La Granja de Los Mellis",,"https://www.google.com/maps/search/?api=1&query=La%20Granja%20de%20Los%20Mellis&query_place_id=ChIJyYKdSAAnl5URLRwzAWcOHVQ",
,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"Av. San Martín 592, B7203 Rauch, Provincia de Buenos Aires, Argentina","Kiosco",,,,"Kiosco","4354310800430768053","Rauch","false","AR",,"0x9597274d74788cab:0x3c6d9e9a55529fb5",,"https://lh3.googleusercontent.com/p/AF1QipP7beZUacF-e7DRnvC1s_DGaU_gfIrj5vQvs35I=w408-h306-k-no","9","false","/g/11p76t491q","es-419","-36.7752919","-59.0892411",,"domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","false",,,"ChIJq4x4dE0nl5URtZ9SVZqebTw","B7203",,"13","3",,,,,,"2025-05-19T00:05:38.771Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.07806767971257,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Av. San Martín 592","false","Maxi kiosco del centro","4.3","https://www.google.com/maps/search/?api=1&query=Maxi%20kiosco%20del%20centro&query_place_id=ChIJq4x4dE0nl5URtZ9SVZqebTw",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lavalle 721, B7203 Rauch, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","13761181404009420430","Rauch","false","AR",,"0x959727426451a887:0xbef98993bbb1568e",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kB2TtGLpq3YjFzHc6Sl4zg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.1516&pitch=0&thumbfov=100","1","false","/g/11bbrld9pv","es-419","-36.7732353","-59.0893059",,,,,,,,,,,,,,,,"false","+54 249 447-6368","+542494476368","ChIJh6hRZEInl5URjlaxu5OJ-b4","B7203",,"14","4",,,,,,"2025-05-19T00:05:38.771Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.07806767971257,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Lavalle 721","false","Remis Plaza","3.8","https://www.google.com/maps/search/?api=1&query=Remis%20Plaza&query_place_id=ChIJh6hRZEInl5URjlaxu5OJ-b4",
,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"Av. San Martín, B7203BPY Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","8944357412123288441","Rauch","true","AR",,"0x95972741b2e89119:0x7c20bdad55bda379",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WDubub4J8hq61CPYFfCMcw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.2403&pitch=0&thumbfov=100","1","false","/g/11x2pfp24s","es-419","-36.7707922","-59.0841968",,,,,,,,,,,,,,,,"false",,,"ChIJGZHoskEnl5UReaO9Va29IHw","B7203",,"19","0",,,,,,"2025-05-19T00:05:38.771Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.07806767971257,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Av. San Martín","false","Despensa Avenida",,"https://www.google.com/maps/search/?api=1&query=Despensa%20Avenida&query_place_id=ChIJGZHoskEnl5UReaO9Va29IHw",
,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,"true",,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"Lavalle 1019, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda general","Mercado",,,"Tienda general","15358290830327885073","Rauch","false","AR",,"0x959727d9cb317ff9:0xd5239c2372d52d11",,"https://lh3.googleusercontent.com/p/AF1QipPbQBevzm75eM_LIqalhpgvqQxjeFTvcCiqr8dn=w408-h408-k-no","2","false","/g/11s95jwzn5","es-419","-36.7709537","-59.0866879",,,,,,,,,,,,,,,,"false","+54 249 432-6535","+542494326535","ChIJ-X8xy9knl5URES3VciOcI9U","B7203",,"20","0",,,,,,"2025-05-19T00:05:38.771Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.07806767971257,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Lavalle 1019","false","Elfrances - Ramos generales",,"https://www.google.com/maps/search/?api=1&query=Elfrances%20-%20Ramos%20generales&query_place_id=ChIJ-X8xy9knl5URES3VciOcI9U","http://elfrances---ramos-generales.webnode.com/"
,,,,,,,,,,,,,,"true",,,,,,,,,"true","true",,,,,"true",,,,,"true",,,,,"true","true",,,,,,"true",,,,,,,,,,,,,,,,,,,,"Ruta 30, Brandsen, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de materiales para la construcción",,,,"Tienda de materiales para la construcción","3195726267254808412","Rauch","false","AR",,"0x9597278991b67c65:0x2c59801bbf1b9f5c",,"https://lh3.googleusercontent.com/p/AF1QipOUSJB0zuXhcJP5x37Nutim8_8nuI1f747pThIE=w408-h306-k-no","62","false","/g/11qyqfjcyb","es-419","-36.767624","-59.085224",,"domingo","Cerrado","lunes","8 AM to 4 PM","martes","8 AM to 4 PM","miércoles","8 AM to 4 PM","jueves","8 AM to 4 PM","viernes","8 AM to 4 PM","sábado","8:30 AM to 12:30 PM","false","+54 249 447-6986","+542494476986","ChIJZXy2kYknl5URXJ8bvxuAWSw","B7203",,"23","15","11","0","1","3","0","2025-05-19T00:05:39.551Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.07806767971257,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Ruta 30, Brandsen","false","Corralón Artigas","4.3","https://www.google.com/maps/search/?api=1&query=Corral%C3%B3n%20Artigas&query_place_id=ChIJZXy2kYknl5URXJ8bvxuAWSw",
"true",,,,,,,,,,,,,,"true",,,,,,,,,"true",,"true",,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"7203, Rauch, Provincia de Buenos Aires, Argentina","Quesería",,,,"Quesería","9046076385155515296","Rauch","true","AR",,"0x959727cd83026cc7:0x7d8a1e8b4c3e83a0",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_bh0MR0gIsHpfMUNRMgqUHfYR5sUwffQBn4i7gH44LN_Ov-82lrcMj2M6nA3-H4Tdj76mL9Z36CtsdZ-uJVyqiaheuoSvV45P2dbJZAwciRUP3KkILGCt8546TxSJqtPbxtin=w408-h306-k-no","71","false","/g/11j1gtkx53","es-419","-36.7851533","-59.0625926",,"domingo","Cerrado","lunes","7 AM to 4 PM","martes","7 AM to 4 PM","miércoles","7 AM to 4 PM","jueves","7 AM to 4 PM","viernes","7 AM to 4 PM","sábado","7 AM to 4 PM","false","+54 249 450-8768","+542494508768","ChIJx2wCg80nl5URoIM-TIsein0",,,"8","101",,,,,,"2025-05-19T00:05:41.467Z","https://www.google.com/maps/search/Comercio/@-36.78163649022615,-59.060869839137716,17z?hl=es-419","Comercio","Provincia de Buenos Aires","7203","false","Manjares Pampeanos","4.9","https://www.google.com/maps/search/?api=1&query=Manjares%20Pampeanos&query_place_id=ChIJx2wCg80nl5URoIM-TIsein0","https://instagram.com/manjares.pampeanos?utm_medium=copy_link"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parque industrial, SIPLA 1, B7203 Rauch, Provincia de Buenos Aires, Argentina","Ingeniero agrónomo","Tienda de productos agrícolas","Nutricionista",,"Ingeniero agrónomo","7205653053874632249","Rauch","false","AR",,"0x9597276f3eebd4d1:0x63ff9f467ae7f639",,"https://lh3.googleusercontent.com/p/AF1QipPsj7IKRq255OPztKy6L9QtVhvEx_J7yyxhPkl1=w408-h306-k-no","8","false","/g/11gh04t27t","es-419","-36.783305","-59.0603471",,"domingo","Cerrado","lunes","8 AM to 7 PM","martes","8 AM to 7 PM","miércoles","8 AM to 7 PM","jueves","8 AM to 7 PM","viernes","8 AM to 7 PM","sábado","8 AM to 12 PM","false","+54 249 448-6345","+542494486345","ChIJ0dTrPm8nl5UROfbnekaf_2M","B7203",,"20","2",,,,,,"2025-05-19T00:05:41.468Z","https://www.google.com/maps/search/Comercio/@-36.78163649022615,-59.060869839137716,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Parque industrial, SIPLA 1","false","Agronomía El Puente","5","https://www.google.com/maps/search/?api=1&query=Agronom%C3%ADa%20El%20Puente&query_place_id=ChIJ0dTrPm8nl5UROfbnekaf_2M",
"true",,,,,"true",,,"true",,,,,,,,"true",,,,"true",,,,,,,"true",,"true",,,"true",,,,,,"true",,,"true","true",,,,"true",,,,,,,,,,,,,,,,,,,,"ASE, Garralda 223, B7203 Rauch, Provincia de Buenos Aires, Argentina","Supermercado",,,,"Supermercado","7217195098026681076","Rauch","true","AR",,"0x95972767c6f1df37:0x6428a0b40c9222f4",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq32XmfgF0jR1snDlq1WnZD_lLvi9KgW64qTHvi2Z-eDZ32bL8xiM0n05WlUgEqsSmt6AkorFSu1Hho0fu2Y8sn9oZYjlHk6eY1RJZD9lW8qEatFPCAaH4J0cxCLqNjG1ey1Y4=w408-h544-k-no","16","false","/g/11gdzxt4ly","es-419","-36.7768834","-59.0939173",,"domingo","Cerrado","lunes","8 AM to 8:30 PM","martes","8 AM to 8:30 PM","miércoles","8 AM to 8:30 PM","jueves","8 AM to 8:30 PM","viernes","8 AM to 8:30 PM","sábado","8 AM to 1 PM","false","+54 2297 44-2511","+542297442511","ChIJN9_xxmcnl5UR9CKSDLSgKGQ","B7203",,"18","282",,,,,,"2025-05-19T00:05:43.779Z","https://www.google.com/maps/search/Comercio/@-36.78163649022615,-59.11246336086227,17z?hl=es-419","Comercio","Provincia de Buenos Aires","ASE, Garralda 223","false","Coop. Agrop. E Ind. de Rauch","4.5","https://www.google.com/maps/search/?api=1&query=Coop.%20Agrop.%20E%20Ind.%20de%20Rauch&query_place_id=ChIJN9_xxmcnl5UR9CKSDLSgKGQ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 360, B7203 BPQ, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","12787777557813887426","BPQ","true","AR",,"0x9597276860f5da2b:0xb1774fefb03581c2",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npfdJbbh9iIGy5doqg5z8DvYBJ2MDoGnl6nb6M04JrQohks1cINxT-fhX_jGiBfQUZI9U-mUIDfQ4cRsnByb8FSXsiAPxYA_U0cvTH1rHt2j8ig8aY2i_TyfaEt7lAlbu3bSf7cUg=w408-h306-k-no","4","false","/g/11bbrp6cq5","es-419","-36.776961","-59.0912775",,,,,,,,,,,,,,,,"false","+54 2297 44-2470","+542297442470","ChIJK9r1YGgnl5URwoE1sO9Pd7E","B7203",,"20","4",,,,,,"2025-05-19T00:05:43.779Z","https://www.google.com/maps/search/Comercio/@-36.78163649022615,-59.11246336086227,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Av. San Martín 360","false","Amar Asociacion Mutual Jub Y Pens","5","https://www.google.com/maps/search/?api=1&query=Amar%20Asociacion%20Mutual%20Jub%20Y%20Pens&query_place_id=ChIJK9r1YGgnl5URwoE1sO9Pd7E",
,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"Pellegini, Marcelo Torcuato de Alvear y, B7203 Rauch, Provincia de Buenos Aires, Argentina","Kiosco",,,,"Kiosco","15084014709276117813","Rauch","false","AR",,"0x959727e75a0b1767:0xd1552f75a52b8b35",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T_q5oJv2OXwwjDoniwhXDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.50668&pitch=0&thumbfov=100","1","false","/g/11pq9z3ky6","es-419","-36.7666226","-59.0924306",,"domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","false",,,"ChIJZxcLWucnl5URNYsrpXUvVdE","B7203",,"9","6",,,,,,"2025-05-19T00:05:47.168Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.086666599999994,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Pellegini, Marcelo Torcuato de Alvear y","false","One24","4.8","https://www.google.com/maps/search/?api=1&query=One24&query_place_id=ChIJZxcLWucnl5URNYsrpXUvVdE",
,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","2926417244315144722","Rauch","true","AR",,"0x9597274371eebd23:0x289cb8fa97fb5212",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zU0dKiQEiLv2PdoCHgSixw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.8618&pitch=0&thumbfov=100","1","false","/g/11hbqr6pw_","es-419","-36.7703334","-59.0904795",,,,,,,,,,,,,,,,"false",,,"ChIJI73ucUMnl5URElL7l_q4nCg",,,"13","1",,,,,,"2025-05-19T00:05:47.168Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.086666599999994,17z?hl=es-419","Comercio","Provincia de Buenos Aires",,"false","despensa El Amanecer","3","https://www.google.com/maps/search/?api=1&query=despensa%20El%20Amanecer&query_place_id=ChIJI73ucUMnl5URElL7l_q4nCg",
,,,,,,,,,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"BIC, B7203BIC, Av. Pres. Juan Domingo Perón 201-299, B7203 Rauch, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","3180262126095208908","Rauch","false","AR",,"0x95972743215641f3:0x2c228f8dce8891cc",,"https://lh3.googleusercontent.com/p/AF1QipO6Ipu15SLlF1z0aiy_umv6gUDL5eZ4yIHI50kk=w408-h544-k-no","65","false","/g/11fy9w4r05","es-419","-36.7718838","-59.0917224",,"domingo","9 AM to 12 PM","lunes","7:30 AM to 9:30 PM","martes","7:30 AM to 9 PM","miércoles","7:30 AM to 9 PM","jueves","7:30 AM to 9 PM","viernes","7:30 AM to 9 PM","sábado","7:30 AM to 9 PM","false","+54 249 448-4260","+542494484260","ChIJ80FWIUMnl5URzJGIzo2PIiw","B7203",,"15","17",,,,,,"2025-05-19T00:05:47.169Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.086666599999994,17z?hl=es-419","Comercio","Provincia de Buenos Aires","BIC, B7203BIC, Av. Pres. Juan Domingo Perón 201-299","false","carniceria La Alegria","4.5","https://www.google.com/maps/search/?api=1&query=carniceria%20La%20Alegria&query_place_id=ChIJ80FWIUMnl5URzJGIzo2PIiw",
,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","14033262684162446230","Rauch","true","AR",,"0x95972743251cebd3:0xc2c02a0f513f5396",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tZTe6kKKZ9FIXlLvTcdmuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.82542&pitch=0&thumbfov=100","1","false","/g/11x07zjw04","es-419","-36.7717934","-59.0918148",,,,,,,,,,,,,,,,"false",,,"ChIJ0-scJUMnl5URllM_UQ8qwMI",,,"16","0",,,,,,"2025-05-19T00:05:47.169Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.086666599999994,17z?hl=es-419","Comercio","Provincia de Buenos Aires",,"false","MINIMERCADO MIGUEL",,"https://www.google.com/maps/search/?api=1&query=MINIMERCADO%20MIGUEL&query_place_id=ChIJ0-scJUMnl5URllM_UQ8qwMI",
,,"false",,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,"Alem 330, B7203ADH Rauch, Provincia de Buenos Aires, Argentina","Supermercado",,,,"Supermercado","17045967356642600500","Rauch","false","AR",,"0x9597275cdfaf5d6f:0xec8f70ff59962634",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqB5fkgpBMznnQdBJSQGC6BJa4Y8JW4oEwDaClWhacnZEGj6jo6BcUcbML4IReJehXe2MjwTU45eqisi9pMko-Kj1T5R2zF9n3izzUQxIq8zsTfJ6HjgoMVEIEv8xN659_vtiVU=w426-h240-k-no","7","false","/g/11bbrlmm0_","es-419","-36.7727096","-59.093996",,"domingo","8:30 AM to 10 PM","lunes","8:30 AM to 10 PM","martes","Cerrado","miércoles","8:30 AM to 10 PM","jueves","8:30 AM to 10 PM","viernes","8:30 AM to 10 PM","sábado","8:30 AM to 10 PM","false","+54 2297 44-3254","+542297443254","ChIJb12v31wnl5URNCaWWf9wj-w","B7203",,"17","80",,,,,,"2025-05-19T00:05:47.169Z","https://www.google.com/maps/search/Comercio/@-36.767866109773834,-59.086666599999994,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Alem 330","false","Rotisería Lucy","4.4","https://www.google.com/maps/search/?api=1&query=Rotiser%C3%ADa%20Lucy&query_place_id=ChIJb12v31wnl5URNCaWWf9wj-w",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av H Yrigoyen 601, B7203 Rauch, Provincia de Buenos Aires, Argentina","Fábrica de conservas","Delicatessen",,,"Fábrica de conservas","637200602061980002","Rauch","false","AR",,"0x9597275edbbe1cf3:0x8d7ca925091c162",,"https://lh3.googleusercontent.com/p/AF1QipPX0efyqVhDpY3gXO42_VEw1sn_vXjKC4LCkfRo=w426-h240-k-no","15","false","/g/11bbrgygr0","es-419","-36.7732825","-59.1008382",,"domingo","Cerrado","lunes","9 AM to 5 PM","martes","9 AM to 5 PM","miércoles","9 AM to 5 PM","jueves","9 AM to 5 PM","viernes","9 AM to 5 PM","sábado","Cerrado","false","+54 2297 44-2547","+542297442547","ChIJ8xy-214nl5URYsGRUJLK1wg","B7203",,"26","62","49","9","1","3","0","2025-05-19T00:05:47.779Z","https://www.google.com/maps/search/Comercio/@-36.77475129999999,-59.103864440574846,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Av H Yrigoyen 601","false","La Mere Michelle - Fábrica de Conservas","4.7","https://www.google.com/maps/search/?api=1&query=La%20Mere%20Michelle%20-%20F%C3%A1brica%20de%20Conservas&query_place_id=ChIJ8xy-214nl5URYsGRUJLK1wg","http://www.lameremichelle.com.ar/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,"Av. Alvear 278, B7203 Rauch, Provincia de Buenos Aires, Argentina","Pastelería",,,,"Pastelería","3411527775576714745","Rauch","false","AR",,"0x95972760ee79b2c5:0x2f582e6fd4a0edf9",,"https://lh3.googleusercontent.com/p/AF1QipNiHssKb9GB0JnkHGlbrD3G9glm1ryTW0LD3AVN=w408-h725-k-no","10","false","/g/11qqd6vml4","es-419","-36.7719077","-59.0992258",,,,,,,,,,,,,,,,"false","+54 249 433-8898","+542494338898","ChIJxbJ57mAnl5UR-e2g1G8uWC8","B7203",,"27","1","1","0","0","0","0","2025-05-19T00:05:47.779Z","https://www.google.com/maps/search/Comercio/@-36.77475129999999,-59.103864440574846,17z?hl=es-419","Comercio","Provincia de Buenos Aires","Av. Alvear 278","false","Doña Luisa","5","https://www.google.com/maps/search/?api=1&query=Do%C3%B1a%20Luisa&query_place_id=ChIJxbJ57mAnl5UR-e2g1G8uWC8",
