title,categoryName,website,street,phone,city,state,location/lat,location/lng,totalScore,rank,imageUrl,imagesCount,reviewsCount,scrapedAt,searchString
All.Com,Tienda de informática,,Cnel. Suárez 2702,+54 2284 42-0006,Olavarría,Provincia de Buenos Aires,-36.8946207,-60.3248253,4.6,11,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFOu9VsZWcDpM-rHMZwlTLFZOYFTT3tRiWJiQu7NbOHekjOZbVnDEZwD5faOh46TyOG6NsRW7RXf3Txr0ua-p7H1MU52O31jwbI3KIAL82jm2ceA3LTF0_mJvVSC73S_DSvQ5Q4jGOZzBa_6famifmmPBsA0fNr8TWbJS0WBsxnRHsdtDsnT0bqrUe2QXH_K4_nu3w=w408-h306-k-no,6.0,48,2025-06-15T23:31:29.856Z,tecnologia
Ingka Digital,Tienda de informática,,Vicente López 2377,+54 2284 44-6144,Olavarría,Provincia de Buenos Aires,-36.895917,-60.3268099,4.9,10,https://lh3.googleusercontent.com/p/AF1QipNWmVQtIPHm-Skm15W9oDLRtYHhwCvtScFKHY7e=w408-h408-k-no,24.0,142,2025-06-15T23:31:29.856Z,tecnologia
Fotocabinas Olavarria,Servicio de tecnología de eventos,,Rivadavia 3493,+54 2284 42-3099,Olavarría,Provincia de Buenos Aires,-36.8890783,-60.3166742,,9,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SpVNPQP1EMyK-8yAnSOE9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.2772&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:29.856Z,tecnologia
Estudio Filippin,Oficinas de empresa,http://estudiofilippin.com.ar/,"7400, Bolívar 3384",+54 411645,Olavarría,Provincia de Buenos Aires,-36.9003026,-60.3211052,5.0,20,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npGlch2y0-Lvv3Kan2TC0UqwLJU2oarM8KBmcrBJOZp85DeiXV73QBQ4J9C1qOL0xo34-Ksya_TfB8xffsce82vZ7BJhcdFaakRcnt3BadKR0b9txYKVqCCBAHEXQK5Eq_hw4cveQ=w408-h306-k-no,4.0,1,2025-06-15T23:31:29.857Z,tecnologia
Prometeo Tecnología,Tienda de móviles,https://www.instagram.com/prometeo.tech/,Vicente López 2615,+54 2284 58-8644,Olavarría,Provincia de Buenos Aires,-36.8942231,-60.324808,1.0,6,https://lh3.googleusercontent.com/p/AF1QipOiLnr2q7veyHFgVchyhZM_3a__1xA0iS8-pOtx=w408-h544-k-no,7.0,2,2025-06-15T23:31:29.855Z,tecnologia
Electrónica Olavarría,Tienda de equipos de sonido,,Rivadavia 3196,+54 2284 41-5550,Olavarría,Provincia de Buenos Aires,-36.8913443,-60.3190621,4.8,5,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplqMX4hxR2cEyy8kr95H7LyBRdiUMyxB8KvFNV0ygmLXq1d9Vfz2mcaOYdgyVLL_A6ITyTRqjJ6VMzPNFjCe5_im71h9u1_PnAc69fC-RfD9VqONG8JPfRJCFYitxWU2PXFRhnwQ=w408-h306-k-no,29.0,18,2025-06-15T23:31:29.855Z,tecnologia
GL TECHNO,Tienda de informática,http://www.gltechno.com.ar/,Necochea 3374,+54 2284 26-9251,Olavarría,Provincia de Buenos Aires,-36.8957628,-60.315545,5.0,7,https://lh3.googleusercontent.com/p/AF1QipPjWNPYNuIJMwggyul083e67tkNVoUVUcjYsfG5=w426-h240-k-no,27.0,42,2025-06-15T23:31:29.855Z,tecnologia
Casa Silvia,Tienda de artículos para el hogar,http://www.casasilvia.com/,Dorrego 3198,+54 2284 42-0958,Olavarría,Provincia de Buenos Aires,-36.895134,-60.317653,4.4,16,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no3zKx0gESF6Oo4LWWNTtuUlpSL-mYIPtZnznKyNnt4NTrzto2CEvonYcgjBV5W00Tbvv4_oGAozhdQv-RQCR_mnnMXQN4BHhVRMu2c94IXiHwsES99Q-PjXJarPZYg7P16PneX4A=w426-h240-k-no,143.0,1601,2025-06-15T23:31:29.857Z,tecnologia
GS Computacíón,Servicio de informática,,Necochea 2884,+54 2284 45-9213,Olavarría,Provincia de Buenos Aires,-36.8924547,-60.3192685,4.7,2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GVhDscP74evg6V3xMEZNew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.75114&pitch=0&thumbfov=100,2.0,26,2025-06-15T23:31:29.855Z,tecnologia
OLANET I Tecno.Gaming.Hogar,Tienda de informática,,"Av Pringles 3409, Av. Colón y",+54 2284 41-4600,Olavarría,Provincia de Buenos Aires,-36.8936261,-60.312356,4.4,1,https://lh3.googleusercontent.com/p/AF1QipPZA2Dej9zxUg3f7KdiG9v2g72wRKkVeTh4XS-s=w408-h408-k-no,218.0,462,2025-06-15T23:31:29.854Z,tecnologia
OLAVARRIA.COM - Vta de Insumos de Pc - Serv Tecnico Informatico,Tienda de informática,http://www.olavarria.com/,25 de Mayo 3335,+54 2284 58-4626,Olavarría,Provincia de Buenos Aires,-36.8929583,-60.3144696,4.6,8,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SYl88EL4BUcjJqDNEMb6OQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.45769&pitch=0&thumbfov=100,1.0,26,2025-06-15T23:31:29.856Z,tecnologia
Sachs Piezas Orginales,Tienda de repuestos para automóviles,,Belgrano 1815,,Olavarría,Provincia de Buenos Aires,-36.886439,-60.3296147,,36,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CfrOrK81rZTpfA_ZVAK1Og&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.77608&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:56.366Z,repuestos
El Cholo Repuestos Citroën,Tienda de repuestos para automóviles,,Antonio Pelegrino 1058,+54 2284 42-8912,Olavarría,Provincia de Buenos Aires,-36.8865759,-60.3425532,4.4,34,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SszJHR1TF1i4iPamB8ZK9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.512493&pitch=0&thumbfov=100,1.0,31,2025-06-15T23:31:56.366Z,repuestos
Wangulén Repuestos,Tienda de repuestos para automóviles,,Ayacucho 2971,+54 2284 32-0325,Olavarría,Provincia de Buenos Aires,-36.8851812,-60.330226,,31,https://lh3.googleusercontent.com/p/AF1QipOBfe6RbW6EI03iQXDjMbV6Vria9hvAol-AGwOR=w408-h395-k-no,2.0,0,2025-06-15T23:31:56.366Z,repuestos
Mecanica Dorrego Reparacion y venta de Cajas de Velocidad ydiferenciales,Taller de reparación de automóviles,,Dorrego 1627,+54 2284 45-6037,Olavarría,Provincia de Buenos Aires,-36.8845778,-60.3302699,4.7,60,https://lh3.googleusercontent.com/p/AF1QipP1Spo3FvlrCvPRX8-o3uFreAxL8ArLiCTf8XXy=w426-h240-k-no,73.0,26,2025-06-15T23:31:57.143Z,repuestos
Moto Sport,Taller de reparación de motos,,Av. Ituzaingó 2141,,Olavarría,Provincia de Buenos Aires,-36.8900033,-60.338014,5.0,59,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vIcnbuzk3ykhzMn62lbvwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.22797&pitch=0&thumbfov=100,2.0,3,2025-06-15T23:31:57.143Z,repuestos
La Casona de Diego,Chatarrería,,"Club Atlético Pueblo Nuevo, Necochea 1734",+54 2284 47-3939,Olavarría,Provincia de Buenos Aires,-36.8847002,-60.3288765,4.4,58,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFOYWWFaVPGNBPRhR7TsWyqh4jLkexcjrRy1cVZQUMXOnvmYXt7CCtqczchw2Pc8EIPA9OZ0O4GP5OQswkBe6Ggr1h_gF5l9MZjaGQhBtshyFudTeB4Vq_f-3N5JIxkN6Cc-eKKRYU5FXfzwan7mufdHDIvjjI2ykZymfOuMyygwGlXYvRy3Hz_vR9sfk13yIujMw=w408-h306-k-no,9.0,12,2025-06-15T23:31:57.143Z,repuestos
MODARELLI MECANICA INTEGRAL,Taller mecánico,,Gral. Paz 1461,+54 2284 45-5036,Olavarría,Provincia de Buenos Aires,-36.8853898,-60.3342608,4.8,67,https://lh3.googleusercontent.com/p/AF1QipPkthU8vxCeYwWMlD-rfwMRACZCfw7HY9isLfoc=w408-h528-k-no,49.0,68,2025-06-15T23:31:57.884Z,repuestos
Rodriguez Miguel Angel Aire Acond.,Taller de automóviles,,Maipú 3366,+54 2284 42-2942,Olavarría,Provincia de Buenos Aires,-36.8854334,-60.3232781,4.1,66,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u7Jc8UmqyyyfB4mWPKltZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.5755&pitch=0&thumbfov=100,1.0,11,2025-06-15T23:31:57.884Z,repuestos
Alicante Sanitarios,Tienda de equipos de baños,https://www.instagram.com/alicantesanitariosyferreteria,Av. Colón 1785,+54 2284 42-1886,Olavarría,Provincia de Buenos Aires,-36.8827921,-60.3255805,5.0,65,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEUjAh-xiQasEZpV1_C7PhmayJRnvibG2c0FVrJXL_d4SYx4Bf7a5apfYab7-Qk3Nb18R0yAG3bLzcvfjCpxRibbBDYgSVJGwuJO4ZX1KlUSOErdwe5yx4JcxqOvN8X0DYnB4obsYb0MkflvOBcHTNKQKzyF8pZfWLg4zusX7PjNGTmFnbqDfQsVbRPLetL3w-W7w4=w408-h306-k-no,4.0,1,2025-06-15T23:31:57.884Z,repuestos
Speedway Motos,Taller de reparación de motos,,Chacabuco 2759,+54 2284 50-8680,Olavarría,Provincia de Buenos Aires,-36.8885947,-60.3295004,4.0,64,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SGfSmWds37UTDjBeLjnU3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.08298&pitch=0&thumbfov=100,2.0,9,2025-06-15T23:31:57.884Z,repuestos
La Unica,Servicio de lavado de coches,,"MOO, Av. Domingo Faustino Sarmiento 2750",+54 2284 41-6370,Olavarría,Provincia de Buenos Aires,-36.885633,-60.312906,3.8,63,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHiGgJkdrWIZ-BseOSNtsP_9FzEaYw1GDbCmqghbTPKboEevPUuuVT9jMoj7m2DgqIohbov7thgjHWcz-7GNyAdunDx_0Kt17Cjdf758iGuRYlClBYTLcVgtCBTn6lvkcPmbLsqeshdeTNpTGC3OsqYITvrStuDFyK67OIsoDHBdfAkZeSY-IOT5sStjmMzDijveKQ=w408-h306-k-no,4.0,19,2025-06-15T23:31:57.884Z,repuestos
Hauswagen Olavarria S.A.,Concesionario Volkswagen,https://www.hauswagenolavarria.com.ar/,"Centro Comercial Walmart, Rivadavia 4770",+54 2284 67-0111,Olavarría,Provincia de Buenos Aires,-36.8806323,-60.3039491,4.3,57,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noelqhEPt3XOLsc-snU-3HKNhGGSyO7U0SXNTVSBXFb_QRNxeElpphQM2OKeVKHoNmLNVSDQVny9cFVnfZB1NRqnBsftem5PPuo24Vr4Ii-ZUc3BP5Lrgt_YIfj9gzsBLmymZ5N=w408-h906-k-no,5.0,12,2025-06-15T23:31:57.143Z,repuestos
Escapes El Tronador,Taller de reparación de automóviles,,Cerrito 3226,+54 9 2284 52-1204,Olavarría,Provincia de Buenos Aires,-36.8871888,-60.3236857,4.7,61,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNgaEUgYi9D0z-0mqmWLbzlOpRnK39EqYhEOnEnWN9Nw-kC2ZqB9xoHU88e1PMzlt_4gNp9NKUpq-vN3lxAZNTL2YnbW0qVZu-gDVjPssdpUbodqQZAg9rnIX_YtsPd9xY4c9R=w408-h725-k-no,19.0,95,2025-06-15T23:31:57.883Z,repuestos
Splendore Automotores,Compraventa de automóviles,https://www.facebook.com/vw.splendoreautomotores,Av. Alberdi 3180,+54 2284 45-5899,Olavarría,Provincia de Buenos Aires,-36.8792816,-60.3340442,4.5,56,https://lh3.googleusercontent.com/p/AF1QipN6jpxSsNrl2m5QM7-3mcAV8QbBJ_7vbqcg595u=w408-h249-k-no,27.0,68,2025-06-15T23:31:57.143Z,repuestos
Camellia feria,Chatarrería,,Piedras 2468,+54 9 2284 22-6257,Olavarría,Provincia de Buenos Aires,-36.8873035,-60.3358065,,55,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ap8004FxPCkmPYLS6NDlCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.01025&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:57.143Z,repuestos
Baterías Bianchi,Tienda de repuestos para automóviles,,"Club Atlético Pueblo Nuevo, Belgrano 2143",,Olavarría,Provincia de Buenos Aires,-36.8886509,-60.326933,5.0,54,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq6DTJP6FEi8nYP_dnF3u-jc_5I5QA8RF64BtAMxqSyA7I_Ygdcxmrvlz1ACqTlFp1CT9HlBszMFlHLWKd3_6oeZnb_re3h5mt5SkYYnZWfoofXGJPs2WBaEGODP6eUKiEcIheXmg=w408-h306-k-no,12.0,1,2025-06-15T23:31:57.143Z,repuestos
Repuestos Cardiello,,,Independencia 2385,+54 2284 50-0218,Olavarría,Provincia de Buenos Aires,-36.8903524,-60.3334283,4.6,53,https://lh3.googleusercontent.com/p/AF1QipObM9jzQfCTOqqMlL-Dvi7fB2Ngl49tEKyN268C=w408-h306-k-no,4.0,31,2025-06-15T23:31:57.143Z,repuestos
Electricidad del Automóvil,Taller de reparación de automóviles,,Av. Ituzaingó 3563,,Olavarría,Provincia de Buenos Aires,-36.880691,-60.3255523,4.4,52,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VewzLUnevGIY93E3c0r0Lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.56306&pitch=0&thumbfov=100,2.0,7,2025-06-15T23:31:57.142Z,repuestos
Moriones Hector - Tren Delantero,Taller de revisión de automóviles,,Av. Ituzaingó 2433,+54 2284 45-6275,Olavarría,Provincia de Buenos Aires,-36.8880971,-60.3351305,4.6,51,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ui_CcD35dKck5Npsv1KQKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.65566&pitch=0&thumbfov=100,1.0,93,2025-06-15T23:31:57.142Z,repuestos
Gomeria Sarmiento,Tienda de neumáticos usados,,Av. Domingo Faustino Sarmiento 3781,+54 2284 42-0080,Olavarría,Provincia de Buenos Aires,-36.8922392,-60.3039701,4.4,50,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFRlfh3fAYpFPWEAo6hSPpAvnSvmtGJgb7xoROInRqqfxuFp7LQ2a3v2bIxiyz7Uabnsq7Y29EuS0LJsX59v8fh97YV0u8OPHIjLYGZ-dEhJtukS2PcW0NFU1Fvyw6_4PK6O9Y5Fo1cuE5ynW5vOGfnqgGPouVZ1_2BRjStO-q4v6F763wbiNyj0AOK8KA170Y30A=w408-h306-k-no,4.0,188,2025-06-15T23:31:57.142Z,repuestos
Kegreiss Alfredo,Tienda de repuestos para automóviles,,Cnel. Suárez 1687,+54 2284 45-5068,Olavarría,Provincia de Buenos Aires,-36.8875274,-60.333111,5.0,48,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noB-ykLtAWivlzCxFQgUnrK1g-Ymu9EWcHoYPcwGENhNMtJV8DdbLrEI9c3mhyWs7qx5vsgf0H2IvTSbiG5YamflHYiZ-4ELIerfhKoOE5ayTqghWhgNCnJg_fOfmPBjmuR-vlQkQ=w408-h306-k-no,3.0,23,2025-06-15T23:31:57.142Z,repuestos
Embragues Berho,Tienda de repuestos para automóviles,,Av. Pringles 4248,,Olavarría,Provincia de Buenos Aires,-36.8883056,-60.304875,,47,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W_XHiJlVSbSbP7edyY7kQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.01367&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:57.142Z,repuestos
Embragues Berho,Taller de reparación de automóviles,,Av. Pringles 4248,+54 2284 42-8939,Olavarría,Provincia de Buenos Aires,-36.8883222,-60.3048369,4.7,46,https://lh3.googleusercontent.com/p/AF1QipMHyJ7KNJs42RZmB7QrXFRuJBnJN-WABI9cvdZk=w426-h240-k-no,5.0,64,2025-06-15T23:31:57.142Z,repuestos
Repuestos Agrícolas Colón,Proveedor de equipos agrícolas,,Av. Colón 1909 LOC,+54 2284 55-2840,Gran Buenos Aires,Provincia de Buenos Aires,-36.8836499,-60.324456,3.0,45,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFb5udM_HIf-smL_pd0NlBODS2L3_i-QnjBUCG1l2GQ9AmYCRxqIimpTDG6F2u0_M4LxE9aALW5XxkVU0NCu7j7_obg12iZEhJUDogB1zqJVpyruYvXxzyu2WOXNrG2oN2t8hNfEud4Vao579FDi7W-UaCUnDdqcu8tqIVDbvibEXjOKcYL_D1RgEHEi21SozSuxMs=w408-h306-k-no,5.0,3,2025-06-15T23:31:57.142Z,repuestos
Ciclomoto,Tienda de repuestos para motos,https://www.instagram.com/ciclomoto.olavarria,Av. Colón 1850,,Olavarría,Provincia de Buenos Aires,-36.8835319,-60.3253992,4.3,44,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no7r4azODjfTad9-bP7YezlscwPvT0ppOose7gOx5lvZ_1TpsOkKvkWRENLrgAsv3BfGDVQ7rZ3ocDeeecQb8P5ajReW3nGU_q9L92OpGiL-bhLOXgN_th55PxWDvv8xqntI9fE2g=w408-h544-k-no,2.0,51,2025-06-15T23:31:57.142Z,repuestos
Frenos Norte,Taller de frenos,,Elpidio González 3120,+54 2284 42-7088,Olavarría,Provincia de Buenos Aires,-36.8818456,-60.3019405,4.6,43,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSYmL8YadcJ7IhwVU-zar9VNyruZA9on-_SMatKlBSi-JdFCA5g4TGLHGC9QfiUqaYExObSaQgRSgxr8wZ7DBDkIm8yVgtYQiKX5jYloKszSumKC1VBwCnbIxgboLrsQ6Ev8eHjg=w408-h544-k-no,9.0,101,2025-06-15T23:31:57.142Z,repuestos
Motorepuesto León,Tienda de repuestos para motos,,Buchardo 1459,,Olavarría,Provincia de Buenos Aires,-36.8912804,-60.3419301,4.6,42,https://lh3.googleusercontent.com/p/AF1QipNe7myVPZY463TBTEN46KJLely118yvMXasSfvD=w408-h725-k-no,8.0,9,2025-06-15T23:31:57.142Z,repuestos
Baterías Olimpo,Tienda de baterías para automóvil,,Independencia 2216,,Olavarría,Provincia de Buenos Aires,-36.891652,-60.3345348,4.9,41,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGD4SbdHsxx0vOP5udjvpEyi5ZtFtAPFk4aT2Lvv2gAtcyGbHxkUUYRrUZpI9m17Ifz8VIcOStcT7m2fk-1Lqewj2kHGTh56kIJDsisULjp59U0lfBGdxzxRVtVxI2Znb4V9naVau4C1w-lEcyHEb42v6VJRoDR0Zq4jORh_UFsqN6HN7NBvIdkU-B_nHCyShdrg_w=w408-h306-k-no,2.0,9,2025-06-15T23:31:57.142Z,repuestos
Repuestos Avenida,Tienda de repuestos para automóviles,,Av. Urquiza 3363,+54 2284 42-6411,Olavarría,Provincia de Buenos Aires,-36.8981439,-60.307793,4.6,20,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8axiXRnhVSIqu7HqQxhh0eXZHFdAEyYCFl_4xzcdjxXJ0y50asjvS6HIH6skDFknnTW2cD57acXVhCzbbb7QYsKiVcjo6moy4IJZtdLLap_5MAhyOEUU99QtTpY0czj5TwUJ-=w426-h240-k-no,15.0,16,2025-06-15T23:31:55.605Z,repuestos
TORO'S. .. ACCESORIOS PARA VEHÍCULOS,Tienda de repuestos para automóviles,http://www.facebook.com/accesoriostoros,Av. Pringles 4498,+54 2284 34-0090,Olavarría,Provincia de Buenos Aires,-36.8867557,-60.3030114,4.0,19,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrmAreZ_il0cRfkXGtJ_4QB5orGo4ynkRzITBnhyrhFE17ANjmtq0AveA5EEEQkJakO5kH1trxx5DR5_qjOPOgMpP2drQtrLSGtiCcmmasJAAy6g7xZ_4chtsrnxvN12fTZIp2p=w408-h306-k-no,651.0,8,2025-06-15T23:31:55.605Z,repuestos
Moto Repuestos 2000,Tienda de repuestos para motos,,Belgrano 2491,+54 2284 60-6061,Olavarría,Provincia de Buenos Aires,-36.8909644,-60.3239926,4.2,18,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFg3Ojh0XToLdYAqGkaZXhmND6Z77VNgU2zhkwoKSTZdml0-KcDKnr7ZV0BA8zpRuk7Z_UOHmdGP2Er87eRt-rJ3WJcFCg5m7CzYjDzZkEVba9xKbCkcYwnYqGZjl21JUXrhXJnCBDHZwsf4GLGDx8zG_O0BI79DCtbY_jGfcQu9Je7l5mocjyIcgV2MkU5D-fILWY=w408-h306-k-no,5.0,56,2025-06-15T23:31:55.605Z,repuestos
Truck Center Olavarría - Goodyear Planta Reconstructora de Neumaticos,Tienda de neumáticos,http://www.launionneumaticos.com.ar/,CARLOS PELEGRINI 5900,+54 9 2284 21-8123,Olavarría,Provincia de Buenos Aires,-36.8851237,-60.2820839,4.6,62,https://lh3.googleusercontent.com/p/AF1QipPAcj6H176zxSnZg1CpED-l2NmGoI3A0cUEexAQ=w426-h240-k-no,56.0,56,2025-06-15T23:31:57.884Z,repuestos
Servicio Mecánico MAURI Especialidad Chevrolet y Multimarcas Repuestos Originales y Alternativos para tu Chevrolet,Taller de reparación de automóviles,https://www.facebook.com/Servicio-Mec%C3%A1nico-Mauri-111758210290450/,Beruti 4251,+54 2284 33-3980,Olavarría,Provincia de Buenos Aires,-36.8928761,-60.2993919,5.0,17,https://lh3.googleusercontent.com/p/AF1QipPpGmBdoenYYUfMFnPlEuapIRkN0P2J9pmO5LZj=w428-h240-k-no,21.0,7,2025-06-15T23:31:55.605Z,repuestos
Ferar Accesorios,Tienda de repuestos para automóviles,https://instagram.com/ferar_accesorios,Av. Colón 1670,+54 2284 53-0580,Olavarría,Provincia de Buenos Aires,-36.8823135,-60.3269122,5.0,16,https://lh3.googleusercontent.com/p/AF1QipOd87_e-RuqiJKC7QmaEYoak2gWtLg7YH9WmV_m=w408-h306-k-no,65.0,1,2025-06-15T23:31:55.605Z,repuestos
Splendore VW Servicios - Repuestos Unidades 0 Km Y Usados,Taller de automóviles,,"Av J B Alberdi 3180, Olavarr a, Buenos Aires",+54 2284 45-5899,Olavarría,Provincia de Buenos Aires,-36.8792874,-60.3340721,3.9,14,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XJPcR25FTgt33NggYKyRvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.78052&pitch=0&thumbfov=100,1.0,14,2025-06-15T23:31:55.605Z,repuestos
Autopartes Del Valle,Tienda de repuestos para automóviles,https://www.facebook.com/Autopartes-del-Valle-2152756388176677/,Av. del Valle 2570,+54 2284 54-4722,Olavarría,Provincia de Buenos Aires,-36.8963524,-60.329492,4.3,13,https://lh3.googleusercontent.com/p/AF1QipNfX7UpOtpN1Nx1w5i6_E2q4pElW8TzMDfbgUHF=w426-h240-k-no,20.0,49,2025-06-15T23:31:55.605Z,repuestos
Juan C. Repuestos (motores Perkins-Maxion-MWM),Tienda de repuestos para automóviles,,Av. Pringles 4037 Loc. 45,+54 2284 58-6359,Olavarría,Provincia de Buenos Aires,-36.8893972,-60.3071357,4.4,11,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHNCAcglbcV8JC3ZqWkvB7NgUexhfpi0e1nqtMu1s_FYUGO_5Y2Frhcr_S1ltqZwQwFfuwWnnIZt-a_Fmv6nT5kv30RiOQt6mCl9GoANhToKaG9DhzLQF4o1bkhdnZ8ZhaSDOLfWFxqb3jU5De50rbvFCjJLyv7YvezdBTRDqE1VWL20hcY9OVkt_zjSEOPJECXEXg=w408-h306-k-no,4.0,30,2025-06-15T23:31:55.605Z,repuestos
Suspensión Olavarría de María Cristina Corvi,Tienda de repuestos para automóviles,https://www.facebook.com/Suspension-Olavarria-de-Maria-Cristina-Corvi-103690851087679/,Vicente López 3580,+54 2284 44-0838,Olavarría,Provincia de Buenos Aires,-36.8880487,-60.3166086,4.8,10,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nroDvmBQiuV-2SZTJLyLO-tj7vofo0pHqiZDp0AjdEGeswT8hsMN88GMffTCOqoE_G1rRMf855vV4hNLZ6ieLNgD14aNnMnXT4wiyE3-C0IjCJtWX7-PKMduGfY4S2bx8eYFuDjVw=w408-h613-k-no,64.0,47,2025-06-15T23:31:55.605Z,repuestos
Repuestos Dentaro,Tienda de repuestos para automóviles,,Av. Pringles 4320,+54 2284 41-7417,Olavarría,Provincia de Buenos Aires,-36.8878597,-60.304353,5.0,9,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGXpftSWUvDuLX8OeHCOOvwo5It2-Z3moi4fqws6kSQ6Ru15bKgtbmwdEbE22PoKmDoo6pYjLYMWhsPSEKUumsrq4krexsq72DB9CxsD369QbdIJ0fcu1IkWWg4NXBYD0DPGnWKNwrF2AplInTQA4js6sGKzSDGBoms2MwOzydI0C9QKbqFpje4zbBFVUweZe9ULqY=w408-h306-k-no,2.0,2,2025-06-15T23:31:55.605Z,repuestos
Total Autopartes,Tienda de repuestos para automóviles,,"Av J B Alberdi 3985, Olavarr a, Buenos Aires",+54 2284 23-0813,Olavarría,Provincia de Buenos Aires,-36.8737306,-60.3274849,4.4,8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZKjxefp3Rnrv1yIO1eW4EZhhVmFBpVreMQW6k_B0DPZTm7Zd0Qnzb-MRK_JUiAQDyKo6Rh-uTvaRNIUGHyyHvEp5xE40c_qv3npfJoQjTJHfAAT7-6NuzMmbvlrSKH3-EDPd5YA=w426-h240-k-no,2.0,47,2025-06-15T23:31:55.604Z,repuestos
Grand - Prix,Tienda de repuestos para automóviles,,Belgrano,+54 2284 42-8088,Gran Buenos Aires,Provincia de Buenos Aires,-36.8865525,-60.3297875,4.4,7,https://lh3.googleusercontent.com/gps-proxy/ALd4DhESORrphRPeyXwaLuLOLz2-tRvSIy25ubaB-ozd32cvDS0m7tlJRflvF-8RQbsEygV5XKiFFBCfGtayRvmtFPxsmyN9q9RBsD3vv1X0HfQMdHLUFmnlZTaCWUnOGOnzK3mLNC4AsPuDHo-OEbHGg9pp50L33ctgZR9D_eYhaRPRKsnzU52JKlGXYAkdjpcVxmq3dDE=w408-h306-k-no,5.0,74,2025-06-15T23:31:55.604Z,repuestos
Repuestos Agricolas Alberdi,Tienda de repuestos para automóviles,https://www.facebook.com/profile.php?id=100016058346859&mibextid=2JQ9oc,Av. Colón 1955,+54 2284 55-2840,Olavarría,Provincia de Buenos Aires,-36.8840191,-60.3240502,4.7,6,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGSCPCBePJOvLiqg0b40P43G6vNiqtJ4917m7auazrGeBYkZy1soBmoFKcaMm_pocfklwpr9YIzutrsSfRyP-jn5dzfyj-WID76pkgulx4rFx6UA02Yr8a1RcwbsVFNFYCoBBpkuuOJKIgitOfVXz2HYeGL03xIie3i_W3QHE8WhDBUK5hoBaxrmBILqJYsfHy2NA=w408-h306-k-no,9.0,35,2025-06-15T23:31:55.604Z,repuestos
